Domain	Supergroup	Division	Class	Order	Family	Genus	Last	Size.min	Size.max	Cover	Shape	Spicule	Symmetry	Polarity	Colony	Motility	Plast	Ingestion.mode	Biotic.interaction	Resting.stage	Suspected.trophism	Source.1	Source.2	Source.3	Source.4	IN.OUT
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Monomastigales	Monomastigaceae	Monomastigaceae-A	Monomastigaceae-A	NA	NA	Organic	Round	No spicule	Bilateral	Heteropolar	No colony	NA	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Vaulot D., Eikrem W., Viprey M., Moreau H. : The diversity of small eukaryotic phytoplankton (≤3 μm) in marine ecosystems, FEMS Microbiology Reviews, 2008, 32(5), 795-820, doi: 10.1111/j.1574-6976.2008.00121.x"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Monomastigales	Monomastigaceae	Monomastix	Monomastix	NA	NA	Organic	Round	No spicule	Bilateral	Heteropolar	No colony	Swimmer	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Vaulot D., Eikrem W., Viprey M., Moreau H. : The diversity of small eukaryotic phytoplankton (≤3 μm) in marine ecosystems, FEMS Microbiology Reviews, 2008, 32(5), 795-820, doi: 10.1111/j.1574-6976.2008.00121.x"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	NA	NA	NA	Mamiellophyceae	NA	NA	Organic	Round	No spicule	Bilateral	Heteropolar	No colony	NA	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Vaulot D., Eikrem W., Viprey M., Moreau H. : The diversity of small eukaryotic phytoplankton (≤3 μm) in marine ecosystems, FEMS Microbiology Reviews, 2008, 32(5), 795-820, doi: 10.1111/j.1574-6976.2008.00121.x"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Geminella	Geminella	5	25	Organic	Round	No spicule	Bilateral	Heteropolar	Elongated	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Bellinger E. G. and Sigee D. C. : Freshwater Algae: Identification, Enumeration and Use as Bioindicators. John Wiley & Sons, Inc, 2015. doi: 10.1002/9781118917152"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Chlorella	Chlorella	2	10	Organic	Round	No spicule	Spherical	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	Parasite	No resting stage	Phototroph	"Kodama Y., Fujishima M. : Secondary Symbiosis Between Paramecium and Chlorella Cells, International Review of Cell and Molecular Biology, 2010, 33-77, doi: 10.1016/s1937-6448(10)79002-x"	"Bellinger E. G. and Sigee D. C. : Freshwater Algae: Identification, Enumeration and Use as Bioindicators. John Wiley & Sons, Inc, 2015. doi: 10.1002/9781118917152"	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Chlorellales_XX	Chlorellales	NA	NA	Organic	NA	No spicule	Bilateral	Isopolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	"Bellinger E. G. and Sigee D. C. : Freshwater Algae: Identification, Enumeration and Use as Bioindicators. John Wiley & Sons, Inc, 2015. doi: 10.1002/9781118917152"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Dictyosphaerium	Dictyosphaerium	3	10	Organic	Round	No spicule	Bilateral	Heteropolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	NA	Phototroph	"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021"	"Bellinger E. G. and Sigee D. C. : Freshwater Algae: Identification, Enumeration and Use as Bioindicators. John Wiley & Sons, Inc, 2015. doi: 10.1002/9781118917152"	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Franceia	Franceia	2	19	Organic	Round	Spicule	Bilateral	Heteropolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	NA	Phototroph	"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Hindakia	Hindakia	4.5	6	Organic	Round	No spicule	Spherical	Heteropolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Micractinium	Micractinium	3	7	Organic	Round	Spicule	Spherical	Heteropolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	NA	Phototroph	"Bellinger E. G. and Sigee D. C. : Freshwater Algae: Identification, Enumeration and Use as Bioindicators. John Wiley & Sons, Inc, 2015. doi: 10.1002/9781118917152"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Nannochloris	Nannochloris	2	4	Organic	Round	No spicule	Spherical	Isopolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	NA	Phototroph	"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Neglectella	Neglectella	10	60	Organic	Round	No spicule	Bilateral	Heteropolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	NA	Phototroph	"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Oocystella	Oocystella	4	32	Organic	Round	No spicule	Bilateral	Heteropolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Oocystis	Oocystis	4	50	Organic	Elongated	No spicule	Bilateral	Heteropolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	NA	Phototroph	"Bellinger E. G. and Sigee D. C. : Freshwater Algae: Identification, Enumeration and Use as Bioindicators. John Wiley & Sons, Inc, 2015. doi: 10.1002/9781118917152"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Pleurastrosarcina	Pleurastrosarcina	7	9	Organic	Round	No spicule	Spherical	Isopolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	"Darienko T., Kang W., Orzechowski A., Pröschold T. : Pleurastrosarcina terriformae, a new species of a rare desert trebouxiophycean alga discovered by an integrative approach, Extremophiles, 2019, 23(5), 573-586, doi: 10.1007/s00792-019-01108-5"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Prototheca	Prototheca	2.5	17.3	Organic	Round	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	"Pore R. : Prototheca taxonomy, Mycopathologia, 1985, 90(3), 129-139, doi: 10.1007/bf00436728"	"Pore R., Barnett E., Barnes W., Walker J. : Prototheca ecology, Mycopathologia, 1983, 81(1), 49-62, doi: 10.1007/bf00443909"	"Adl S., Simpson A., Lane C., Lukeš J., Bass D., Bowser S., Brown M., Burki F., Dunthorn M., Hampl V., Heiss A., Hoppenrath M., Lara E., Le Gall L., Lynn D., Mcmanus H., Mitchell E., Mozley-Stanridge S., Parfrey L., Pawlowski J., Rueckert S., Shadwick L., Schoch C., Smirnov A., Spiegel F. : The Revised Classification of Eukaryotes, Journal of Eukaryotic Microbiology, 2012, 59(5), 429-514, doi: 10.1111/j.1550-7408.2012.00644.x"	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Echinocoleum	Echinocoleum	3.5	8	Organic	Round	No spicule	Bilateral	Isopolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Microthamniales	Microthamniales_X	Asterochloris	Asterochloris	2.5	29.5	Organic	Round	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	Mutualist photosynthetic	Resting stage	Phototroph	"Škaloud P., Steinová J., Řídká T., Vančurová L., Peksa O. : Assembling the challenging puzzle of algal biodiversity: species delimitation within the genusAsterochloris(Trebouxiophyceae, Chlorophyta), Journal of Phycology, 2015, 51(3), 507-527, doi: 10.1111/jpy.12295"	"Adl S., Simpson A., Lane C., Lukeš J., Bass D., Bowser S., Brown M., Burki F., Dunthorn M., Hampl V., Heiss A., Hoppenrath M., Lara E., Le Gall L., Lynn D., Mcmanus H., Mitchell E., Mozley-Stanridge S., Parfrey L., Pawlowski J., Rueckert S., Shadwick L., Schoch C., Smirnov A., Spiegel F. : The Revised Classification of Eukaryotes, Journal of Eukaryotic Microbiology, 2012, 59(5), 429-514, doi: 10.1111/j.1550-7408.2012.00644.x"	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Microthamniales	Microthamniales_X	Microthamniales_XX	Microthamniales	NA	NA	Organic	Round	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	NA	Resting stage	Phototroph	NA	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Microthamniales	Microthamniales_X	Myrmecia	Myrmecia	3	20	Organic	Round	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	"Printz H. : Subaérial Algae from South Africa, AKTIETRYKKERIET I TRONDHJEM, 1921, 1"	"Adl S., Simpson A., Lane C., Lukeš J., Bass D., Bowser S., Brown M., Burki F., Dunthorn M., Hampl V., Heiss A., Hoppenrath M., Lara E., Le Gall L., Lynn D., Mcmanus H., Mitchell E., Mozley-Stanridge S., Parfrey L., Pawlowski J., Rueckert S., Shadwick L., Schoch C., Smirnov A., Spiegel F. : The Revised Classification of Eukaryotes, Journal of Eukaryotic Microbiology, 2012, 59(5), 429-514, doi: 10.1111/j.1550-7408.2012.00644.x"	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Microthamniales	Microthamniales_X	Trebouxia	Trebouxia	11	21	Organic	Round	No spicule	Bilateral	Heteropolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	"Škaloud P., Moya P., Molins A., Peksa O., Santos-Guerra A., Barreno E. : Untangling the hidden intrathalline microalgal diversity inParmotrema pseudotinctorum:Trebouxia crespoanasp. nov., The Lichenologist, 2018, 50(3), 357-369, doi: 10.1017/s0024282918000208"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolales_X	Elliptochloris	Elliptochloris	5	15.5	Organic	Round	No spicule	Spherical	Heteropolar	Round	Floater	Plast	Osmotrophic or no ingestion	Mutualist photosynthetic	Resting stage	Phototroph	"Eliáš M., Neustupa J., Škaloud P. : Elliptochloris bilobata var. corticola var. nov. (Trebouxiophyceae, Chlorophyta), a novel subaerial coccal green alga, Biologia, 2008, 63(6), 791-798, doi: 10.2478/s11756-008-0100-5"	"Letsch M., Muller-Parker G., Friedl T., Lewis L. : ELLIPTOCHLORIS MARINASP. NOV. (TREBOUXIOPHYCEAE, CHLOROPHYTA), SYMBIOTIC GREEN ALGA OF THE TEMPERATE PACIFIC SEA ANEMONESANTHOPLEURA XANTHOGRAMMICAANDA. ELEGANTISSIMA(ANTHOZOA, CNIDARIA), Journal of Phycology, 2009, 45(5), 1127-1135, doi: 10.1111/j.1529-8817.2009.00727.x"	"Adl S., Simpson A., Lane C., Lukeš J., Bass D., Bowser S., Brown M., Burki F., Dunthorn M., Hampl V., Heiss A., Hoppenrath M., Lara E., Le Gall L., Lynn D., Mcmanus H., Mitchell E., Mozley-Stanridge S., Parfrey L., Pawlowski J., Rueckert S., Shadwick L., Schoch C., Smirnov A., Spiegel F. : The Revised Classification of Eukaryotes, Journal of Eukaryotic Microbiology, 2012, 59(5), 429-514, doi: 10.1111/j.1550-7408.2012.00644.x"	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolales_X	Koliella	Koliella	100	150	Organic	Elongated	No spicule	Bilateral	Heteropolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021"	"Olenina I., Hajdu S., Edler L., Wasmund N., Busch S., Gébel J., Gromisz S., Huseby S., Huttunen M., Jaanus A., Kokkonen P., Ledaine I. and Niemkiewicz E. : Biovolumes and size-classes of phytoplankton in the Baltic Sea, HELCOM Balt.Sea Environ. Proc., 2006, 106(106), 144"	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolales_X	Prasiolales_XX	Prasiolales	4	95	Organic	Elongated	No spicule	Bilateral	Isopolar	Elongated	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	NA	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolales_X	Pseudochlorella	Pseudochlorella	5	12	Organic	Round	No spicule	Bilateral	Isopolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Prasiolales	Prasiolales_X	Stichococcus	Stichococcus	4	32	Organic	Elongated	No spicule	Bilateral	Isopolar	Elongated	Floater	Plast	Osmotrophic or no ingestion	No	No resting stage	Phototroph	"Bellinger E. G. and Sigee D. C. : Freshwater Algae: Identification, Enumeration and Use as Bioindicators. John Wiley & Sons, Inc, 2015. doi: 10.1002/9781118917152"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae_X	Trebouxiophyceae_XX	Botryococcus	Botryococcus	6	10	Organic	Round	No spicule	Spherical	Isopolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	"Bellinger E. G. and Sigee D. C. : Freshwater Algae: Identification, Enumeration and Use as Bioindicators. John Wiley & Sons, Inc, 2015. doi: 10.1002/9781118917152"	"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021"	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae_X	Trebouxiophyceae_XX	Choricystis	Choricystis	1	8	Organic	Elongated	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	"Olenina I., Hajdu S., Edler L., Wasmund N., Busch S., Gébel J., Gromisz S., Huseby S., Huttunen M., Jaanus A., Kokkonen P., Ledaine I., Niemkiewicz E. : Biovolumes and size-classes of phytoplankton in the Baltic Sea, HELCOM Balt.Sea Environ. Proc., 2006, 106(106), 144"	"Adl S., Simpson A., Lane C., Lukeš J., Bass D., Bowser S., Brown M., Burki F., Dunthorn M., Hampl V., Heiss A., Hoppenrath M., Lara E., Le Gall L., Lynn D., Mcmanus H., Mitchell E., Mozley-Stanridge S., Parfrey L., Pawlowski J., Rueckert S., Shadwick L., Schoch C., Smirnov A., Spiegel F. : The Revised Classification of Eukaryotes, Journal of Eukaryotic Microbiology, 2012, 59(5), 429-514, doi: 10.1111/j.1550-7408.2012.00644.x"	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae_X	Trebouxiophyceae_XX	Lemmermannia	Lemmermannia	5	10	Organic	Round	No spicule	Spherical	Isopolar	Round	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	"M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Apatococcus	Apatococcus	3	15	Organic	Round	No spicule	Bilateral	Isopolar	Round	Floater	Plast	Osmotrophic or no ingestion	Mutualist photosynthetic	Resting stage	Phototroph	"Wurtz A. : Remarques sur une Pleurococcacée:Apatococcus vulgarisBrand, Bulletin de la Société Botanique de France, 1944, 91(7-9), 185-190, doi: 10.1080/00378941.1944.10834363"	"Adl S., Simpson A., Lane C., Lukeš J., Bass D., Bowser S., Brown M., Burki F., Dunthorn M., Hampl V., Heiss A., Hoppenrath M., Lara E., Le Gall L., Lynn D., Mcmanus H., Mitchell E., Mozley-Stanridge S., Parfrey L., Pawlowski J., Rueckert S., Shadwick L., Schoch C., Smirnov A., Spiegel F. : The Revised Classification of Eukaryotes, Journal of Eukaryotic Microbiology, 2012, 59(5), 429-514, doi: 10.1111/j.1550-7408.2012.00644.x"	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Chloroidium	Chloroidium	4.4	10.6	Organic	Elongated	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	"Darienko T., Gustavs L., Mudimu O., Menendez C., Schumann R., Karsten U., Friedl T., Pröschold T. : Chloroidium, a common terrestrial coccoid green alga previously assigned toChlorella(Trebouxiophyceae, Chlorophyta), European Journal of Phycology, 2010, 45(1), 79-95, doi: 10.1080/09670260903362820"	"Adl S., Simpson A., Lane C., Lukeš J., Bass D., Bowser S., Brown M., Burki F., Dunthorn M., Hampl V., Heiss A., Hoppenrath M., Lara E., Le Gall L., Lynn D., Mcmanus H., Mitchell E., Mozley-Stanridge S., Parfrey L., Pawlowski J., Rueckert S., Shadwick L., Schoch C., Smirnov A., Spiegel F. : The Revised Classification of Eukaryotes, Journal of Eukaryotic Microbiology, 2012, 59(5), 429-514, doi: 10.1111/j.1550-7408.2012.00644.x"	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Dictyochloropsis	Dictyochloropsis	5	26	Organic	Round	No spicule	Bilateral	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	Mutualist photosynthetic	Resting stage	Phototroph	"Skaloud P., Jiří N., Radochová B., Kubínová, L. : Confocal microscopy of chloroplast morphology and ontogeny in three strains of Dictyochloropsis (Trebouxiophyceae, Chlorophyta), Phycologia, 2005, 44(3), 261-269, doi: 10.2216/0031-8884(2005)44[261:CMOCMA]2.0.CO-2"	"Adl S., Simpson A., Lane C., Lukeš J., Bass D., Bowser S., Brown M., Burki F., Dunthorn M., Hampl V., Heiss A., Hoppenrath M., Lara E., Le Gall L., Lynn D., Mcmanus H., Mitchell E., Mozley-Stanridge S., Parfrey L., Pawlowski J., Rueckert S., Shadwick L., Schoch C., Smirnov A., Spiegel F. : The Revised Classification of Eukaryotes, Journal of Eukaryotic Microbiology, 2012, 59(5), 429-514, doi: 10.1111/j.1550-7408.2012.00644.x"	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Diplosphaera	Diplosphaera	3.5	7	Organic	Round	No spicule	Spherical	Isopolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	NA	Phototroph	"Medwed C., Holzinger A., Hofer S., Hartmann A., Michalik D., Glaser K., Karsten U. : Ecophysiological, morphological, and biochemical traits of free-living Diplosphaera chodatii (Trebouxiophyceae) reveal adaptation to harsh environmental conditions, Protoplasma, 2021, 258(6), 1187-1199, doi: 10.1007/s00709-021-01620-6"	NA	NA	NA	Yes
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Parachloroidium	Parachloroidium	3	13.5	Organic	Round	No spicule	Bilateral	Heteropolar	No colony	Floater	Plast	Osmotrophic or no ingestion	No	Resting stage	Phototroph	"Mcgregor G., Sendall B. : Komvophoron kgariisp. nov. (Oscillatoriales), a new epipelic cyanobacterium from subtropical eastern Australia, Phycologia, 2013, 52(6), 472-480, doi: 10.2216/13-143.1"	"Adl S., Simpson A., Lane C., Lukeš J., Bass D., Bowser S., Brown M., Burki F., Dunthorn M., Hampl V., Heiss A., Hoppenrath M., Lara E., Le Gall L., Lynn D., Mcmanus H., Mitchell E., Mozley-Stanridge S., Parfrey L., Pawlowski J., Rueckert S., Shadwick L., Schoch C., Smirnov A., Spiegel F. : The Revised Classification of Eukaryotes, Journal of Eukaryotic Microbiology, 2012, 59(5), 429-514, doi: 10.1111/j.1550-7408.2012.00644.x"	NA	NA	Yes
